price,furnishingstatus_Encoded,area_z,bedrooms_z,bathrooms_z,stories_z,parking_z,Area_Type,mainroad_yes,guestroom_yes,basement_yes,hotwaterheating_yes,airconditioning_yes,prefarea_yes
8400000,1.0,0.16117835576994666,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,Medium,True,False,True,False,True,True
8400000,0.0,1.0720935467172912,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,Medium,True,False,False,False,True,False
8400000,1.0,0.8530126780084362,0.047278311684073836,-0.5701867118926005,2.53202371213457,1.5176924895404067,Medium,True,False,False,False,True,False
8295000,2.0,-0.12477983075529565,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,Small,True,False,False,False,True,True
8190000,0.0,0.3733408812564168,0.047278311684073836,3.4138101853056977,0.22441012833299692,0.35597562605793237,Medium,True,True,True,False,False,False
8120000,2.0,0.779217016969664,2.7595604030335856,-0.5701867118926005,0.22441012833299692,0.35597562605793237,Medium,True,True,True,False,True,False
8080940,2.0,0.8530126780084362,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,Medium,True,False,False,False,True,False
8043000,2.0,1.0753221068877374,0.047278311684073836,1.4218117367065486,1.3782169202337835,0.35597562605793237,Medium,True,False,False,True,False,True
7980000,2.0,1.7754584409930887,1.4034193573588298,1.4218117367065486,2.53202371213457,1.5176924895404067,Large,True,False,False,False,True,False
7962500,0.0,0.39178979651610985,0.047278311684073836,-0.5701867118926005,2.53202371213457,1.5176924895404067,Medium,True,True,False,False,True,False
7910000,1.0,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,Medium,True,False,False,False,True,False
7875000,2.0,0.6454623813368893,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,Medium,True,False,True,False,True,True
7840000,2.0,0.5578300338533473,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,Medium,True,False,False,False,True,True
7700000,0.0,0.6131767796324264,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,Medium,True,False,False,False,True,False
7700000,1.0,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,1.5176924895404067,Medium,True,False,False,False,False,False
7560000,2.0,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,Medium,True,False,False,False,True,False
7560000,1.0,0.39178979651610985,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,Medium,True,False,False,False,True,False
7525000,2.0,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,Medium,True,False,False,False,True,False
7490000,2.0,0.6685235254115056,0.047278311684073836,-0.5701867118926005,2.53202371213457,2.679409353022881,Medium,True,False,False,False,True,True
7455000,0.0,-0.39228910202084494,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,Small,True,False,True,False,False,False
7420000,1.0,1.0559507458650597,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,Medium,True,True,True,False,True,True
7420000,0.0,1.0559507458650597,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,Medium,True,False,False,False,False,True
7420000,0.0,0.5416872330011159,0.047278311684073836,-0.5701867118926005,2.53202371213457,0.35597562605793237,Medium,True,False,False,False,True,False
7350000,2.0,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,Medium,True,True,False,False,True,False
7350000,1.0,-0.00024965275236754836,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,Small,True,False,False,False,True,False
7350000,1.0,0.39178979651610985,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,Medium,True,True,False,False,True,False
7350000,0.0,0.39178979651610985,0.047278311684073836,-0.5701867118926005,0.22441012833299692,0.35597562605793237,Medium,True,False,False,False,True,False
7343000,1.0,2.900842271834365,1.4034193573588298,-0.5701867118926005,0.22441012833299692,0.35597562605793237,Large,True,False,True,False,False,True
7245000,2.0,1.7754584409930887,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,Large,True,True,False,False,True,True
7210000,1.0,1.166644237423218,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,Medium,True,True,False,False,True,False
7210000,2.0,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,Medium,True,True,False,False,True,False
7140000,1.0,0.39178979651610985,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,Medium,True,True,False,False,False,False
7070000,1.0,1.7201116952140096,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,Medium,True,False,False,False,True,False
7070000,2.0,0.5024832880742681,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,Medium,True,False,False,False,True,False
7035000,2.0,0.5578300338533473,1.4034193573588298,1.4218117367065486,1.3782169202337835,1.5176924895404067,Medium,True,False,False,False,True,True
7000000,2.0,2.7786182082388984,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,Large,True,False,True,False,True,True
6930000,2.0,1.7201116952140096,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,Medium,True,False,True,False,True,False
6930000,2.0,3.712594543260859,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,Luxury,True,False,True,True,False,False
6895000,0.0,1.1758686950530646,0.047278311684073836,1.4218117367065486,-0.9293966635677897,1.5176924895404067,Medium,True,False,False,False,False,False
6860000,2.0,0.39178979651610985,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,Medium,True,False,False,False,True,False
6790000,2.0,3.200637144804377,1.4034193573588298,1.4218117367065486,0.22441012833299692,1.5176924895404067,Large,True,False,False,False,False,True
6790000,1.0,-0.5306559664685429,0.047278311684073836,1.4218117367065486,0.22441012833299692,-0.8057412374245417,Small,True,False,True,False,True,True
6755000,0.0,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,-0.8057412374245417,Medium,True,False,False,False,True,False
6720000,0.0,-0.06020862734636997,0.047278311684073836,-0.5701867118926005,2.53202371213457,-0.8057412374245417,Small,True,False,False,False,True,True
6685000,2.0,0.6685235254115056,-1.308862733990682,1.4218117367065486,2.53202371213457,-0.8057412374245417,Medium,True,False,True,False,False,True
6650000,2.0,-0.5122070512088498,0.047278311684073836,-0.5701867118926005,0.22441012833299692,0.35597562605793237,Small,True,False,True,True,False,False
6650000,1.0,-0.410738017280538,1.4034193573588298,1.4218117367065486,0.22441012833299692,-0.8057412374245417,Small,True,False,False,True,False,False
6650000,2.0,0.5855034067428869,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,Medium,True,False,False,False,True,True
6650000,2.0,0.622401237262273,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,Medium,True,False,False,False,True,True
6650000,2.0,0.25342293206841193,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,True,True,False,True,True
6650000,2.0,0.39178979651610985,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,Medium,True,True,False,False,True,False
6629000,1.0,0.39178979651610985,0.047278311684073836,-0.5701867118926005,0.22441012833299692,0.35597562605793237,Medium,True,False,False,True,False,True
6615000,1.0,-0.5306559664685429,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,Small,True,False,True,False,True,False
6615000,2.0,2.4672927632315784,0.047278311684073836,1.4218117367065486,-0.9293966635677897,0.35597562605793237,Large,True,False,True,False,True,True
6580000,1.0,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,Medium,True,False,False,False,True,False
6510000,1.0,-0.6413494580267012,0.047278311684073836,-0.5701867118926005,0.22441012833299692,1.5176924895404067,Small,True,False,False,True,False,False
6510000,2.0,1.429541279873844,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,Medium,True,False,False,False,True,False
6510000,0.0,0.7008091271159684,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,Medium,True,False,True,False,False,True
6475000,1.0,-0.5491048817282359,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Small,True,False,True,False,False,False
6475000,0.0,1.04211405942029,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,True,True,False,True,True
6440000,2.0,1.5817448307663118,2.7595604030335856,3.4138101853056977,0.22441012833299692,1.5176924895404067,Medium,True,False,False,False,False,False
6440000,1.0,-0.0694330849762165,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,Small,True,False,False,False,True,False
6419000,2.0,0.7377069576353545,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,True,True,False,False,True
6405000,2.0,-0.16167766127468175,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,Small,True,True,False,False,True,False
6300000,1.0,0.9452572543069014,0.047278311684073836,1.4218117367065486,-0.9293966635677897,2.679409353022881,Medium,True,False,True,False,True,False
6300000,1.0,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,Medium,True,False,False,False,False,False
6300000,1.0,-0.48453367831931016,0.047278311684073836,1.4218117367065486,1.3782169202337835,1.5176924895404067,Small,True,False,False,False,True,False
6300000,2.0,1.7754584409930887,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,Large,True,False,True,False,False,True
6300000,1.0,0.5762789491130403,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,Medium,True,True,True,False,True,True
6293000,0.0,0.6685235254115056,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,Medium,True,False,False,False,True,True
6265000,0.0,0.39178979651610985,1.4034193573588298,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,Medium,True,True,True,False,False,True
6230000,0.0,0.6685235254115056,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,Medium,True,False,True,False,True,True
6230000,0.0,0.16117835576994666,0.047278311684073836,-0.5701867118926005,1.3782169202337835,0.35597562605793237,Medium,True,False,False,False,False,True
6195000,1.0,0.16117835576994666,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,Medium,True,True,False,False,True,False
6195000,2.0,0.553217805038424,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,Medium,True,True,False,False,True,False
6195000,2.0,0.16117835576994666,0.047278311684073836,1.4218117367065486,-0.9293966635677897,1.5176924895404067,Medium,True,True,True,False,False,True
6160000,0.0,-0.30004452572237966,0.047278311684073836,-0.5701867118926005,2.53202371213457,-0.8057412374245417,Small,True,False,False,False,True,False
6160000,1.0,0.13811721169533034,1.4034193573588298,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,Medium,True,False,True,False,True,True
6125000,0.0,0.5855034067428869,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,Medium,True,False,True,False,False,True
6107500,1.0,-0.8811853564027108,1.4034193573588298,-0.5701867118926005,1.3782169202337835,0.35597562605793237,Small,True,False,False,False,False,False
6090000,1.0,0.6754418686338906,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,Medium,True,True,False,True,False,False
6090000,1.0,0.6685235254115056,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,True,True,False,False,True
6090000,0.0,1.485810471415908,0.047278311684073836,-0.5701867118926005,1.3782169202337835,1.5176924895404067,Medium,True,False,False,False,True,False
6083000,2.0,-0.39228910202084494,4.115701448708341,1.4218117367065486,0.22441012833299692,-0.8057412374245417,Small,True,False,False,False,False,False
6083000,2.0,2.061416627518331,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Large,True,False,True,False,False,True
6020000,2.0,0.7607681017099709,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,True,True,False,False,False
6020000,1.0,1.3142355595007624,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,True,True,False,True,True
6020000,0.0,0.8068903898592035,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,Medium,True,True,True,False,False,True
5950000,2.0,-0.6690228309162407,1.4034193573588298,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,Small,True,True,False,False,True,False
5950000,2.0,0.5855034067428869,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,Medium,True,False,True,False,True,True
5950000,1.0,0.8622371356382826,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,False,True,False,True,True
5950000,2.0,0.6408501525219661,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,True,True,False,False,True
5950000,1.0,0.9595551636331635,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,Medium,True,True,True,False,True,True
5950000,1.0,0.5089404084151607,1.4034193573588298,1.4218117367065486,-0.9293966635677897,0.35597562605793237,Medium,True,False,True,False,False,True
5950000,2.0,1.0006040000859806,1.4034193573588298,1.4218117367065486,0.22441012833299692,-0.8057412374245417,Medium,True,False,False,False,False,False
5950000,2.0,0.6339318092995812,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,Medium,True,False,False,False,False,False
5943000,1.0,4.819529458842443,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Luxury,True,False,False,False,True,False
5880000,0.0,0.9268083390472084,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,False,True,False,False,True
5880000,0.0,0.622401237262273,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,Medium,True,False,False,False,True,False
5873000,2.0,0.16117835576994666,0.047278311684073836,-0.5701867118926005,1.3782169202337835,0.35597562605793237,Medium,True,True,False,False,True,False
5873000,1.0,2.9100667294642113,0.047278311684073836,-0.5701867118926005,1.3782169202337835,1.5176924895404067,Large,True,False,False,False,False,True
5866000,0.0,-0.16167766127468175,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,Small,True,True,True,False,False,False
5810000,1.0,0.3124594608994297,1.4034193573588298,-0.5701867118926005,2.53202371213457,-0.8057412374245417,Medium,True,True,False,False,False,False
5810000,1.0,0.02281149132224877,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,Small,True,False,False,False,True,False
5810000,0.0,-0.16167766127468175,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,Small,True,False,False,False,True,False
5803000,1.0,0.8530126780084362,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,False,True,False,False,True
5775000,0.0,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,Medium,True,False,False,False,True,False
5740000,0.0,0.11505606762071403,1.4034193573588298,1.4218117367065486,0.22441012833299692,1.5176924895404067,Medium,True,False,False,False,True,False
5740000,1.0,-0.23547332231345397,1.4034193573588298,-0.5701867118926005,0.22441012833299692,0.35597562605793237,Small,True,False,False,False,False,False
5740000,1.0,-0.0694330849762165,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,Small,True,False,False,False,True,False
5740000,2.0,0.5578300338533473,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,True,True,False,True,True
5740000,0.0,0.29954522021764457,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,Medium,True,False,False,False,True,False
5652500,1.0,0.6961968983010451,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,Medium,True,True,True,False,False,True
5600000,1.0,2.4672927632315784,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,Large,True,False,False,False,False,False
5600000,0.0,-0.16167766127468175,2.7595604030335856,1.4218117367065486,1.3782169202337835,-0.8057412374245417,Small,False,False,True,True,False,False
5600000,2.0,-0.2077999494239144,1.4034193573588298,-0.5701867118926005,0.22441012833299692,0.35597562605793237,Small,True,True,True,False,True,False
5600000,2.0,-0.0694330849762165,0.047278311684073836,-0.5701867118926005,2.53202371213457,-0.8057412374245417,Small,True,False,False,False,False,False
5600000,1.0,2.4672927632315784,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,Large,True,False,False,False,False,False
5600000,1.0,0.16117835576994666,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,Medium,True,False,False,False,False,False
5600000,1.0,0.5578300338533473,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,Medium,True,False,False,False,False,True
5600000,1.0,0.6685235254115056,1.4034193573588298,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,Medium,True,False,True,False,False,True
5600000,0.0,-0.006706773093260117,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,Small,True,True,True,False,True,True
5565000,1.0,-0.3461668138716123,1.4034193573588298,-0.5701867118926005,0.22441012833299692,1.5176924895404067,Small,True,False,False,False,True,True
5565000,2.0,0.11505606762071403,2.7595604030335856,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,Medium,True,True,True,False,True,True
5530000,1.0,-0.8535119835131713,0.047278311684073836,3.4138101853056977,0.22441012833299692,-0.8057412374245417,Small,True,False,True,False,False,False
5530000,1.0,-0.692083974990857,0.047278311684073836,1.4218117367065486,0.22441012833299692,1.5176924895404067,Small,True,False,False,False,False,False
5530000,2.0,0.4379120846653424,0.047278311684073836,1.4218117367065486,-0.9293966635677897,1.5176924895404067,Medium,True,False,True,False,False,True
5523000,1.0,0.8068903898592035,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,Medium,True,True,True,False,False,True
5495000,2.0,-1.076282635273965,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,Small,False,True,True,False,False,False
5495000,1.0,1.3050111018709158,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,False,False,False,False,False
5460000,2.0,-0.9226954157370202,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,Small,True,True,True,False,True,False
5460000,2.0,0.48864660162949836,1.4034193573588298,-0.5701867118926005,2.53202371213457,-0.8057412374245417,Medium,True,True,False,False,True,False
5460000,1.0,0.4379120846653424,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,Medium,True,True,False,False,True,True
5460000,1.0,0.6685235254115056,1.4034193573588298,1.4218117367065486,0.22441012833299692,-0.8057412374245417,Medium,True,True,True,False,False,True
5425000,1.0,0.772298673747279,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,Medium,True,True,True,False,True,True
5390000,2.0,0.7192580423756615,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,Medium,True,True,True,False,False,True
5383000,0.0,0.5993400931876567,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,Medium,True,True,True,True,False,False
5320000,0.0,1.2219909832022973,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,False,True,False,True,True
5285000,1.0,-0.253922237573147,-1.308862733990682,1.4218117367065486,-0.9293966635677897,1.5176924895404067,Small,True,False,False,False,True,False
5250000,2.0,-0.410738017280538,1.4034193573588298,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,Small,True,False,True,False,True,False
5250000,1.0,0.6408501525219661,1.4034193573588298,1.4218117367065486,0.22441012833299692,-0.8057412374245417,Medium,False,False,False,False,True,False
5250000,1.0,0.16117835576994666,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,Medium,True,False,True,False,False,False
5250000,1.0,2.3607502776068507,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,Large,True,False,False,False,False,True
5250000,0.0,1.498724712097693,0.047278311684073836,-0.5701867118926005,0.22441012833299692,1.5176924895404067,Medium,True,True,True,False,True,True
5250000,0.0,0.0689337794714814,1.4034193573588298,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,Medium,True,False,False,False,True,True
5250000,0.0,-0.6229005427670081,0.047278311684073836,-0.5701867118926005,0.22441012833299692,0.35597562605793237,Small,True,True,True,False,False,True
5250000,1.0,2.14443674618695,1.4034193573588298,1.4218117367065486,0.22441012833299692,1.5176924895404067,Large,True,True,False,False,False,False
5250000,2.0,1.554071457876772,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,False,False,False,True,False
5243000,1.0,0.41485094059072614,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,Medium,True,False,True,False,False,True
5229000,1.0,0.8922166229352839,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,Medium,True,True,True,False,False,True
5215000,1.0,-0.9088587292922504,0.047278311684073836,1.4218117367065486,0.22441012833299692,1.5176924895404067,Small,True,False,False,False,False,False
5215000,1.0,-0.30004452572237966,1.4034193573588298,1.4218117367065486,-0.9293966635677897,1.5176924895404067,Small,False,False,True,False,True,False
5215000,2.0,0.9452572543069014,0.047278311684073836,-0.5701867118926005,0.22441012833299692,0.35597562605793237,Medium,True,True,True,False,False,True
5145000,1.0,-0.8027774665490154,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,Small,False,False,False,False,True,False
5145000,1.0,1.3050111018709158,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,Medium,True,False,False,False,False,True
5110000,2.0,-0.9918788479608691,0.047278311684073836,1.4218117367065486,0.22441012833299692,-0.8057412374245417,Small,True,True,True,False,False,False
5110000,0.0,-0.9918788479608691,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,Small,True,False,True,False,False,False
5110000,2.0,2.8870055853895953,-1.308862733990682,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,Large,True,False,False,False,False,True
5110000,1.0,0.4379120846653424,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,Medium,True,False,True,False,True,True
5075000,0.0,0.26264738969825846,-1.308862733990682,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,Medium,True,False,False,False,True,True
5040000,1.0,-0.7428184919550129,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,Small,False,True,True,False,False,False
5040000,2.0,1.1297464069038319,1.4034193573588298,-0.5701867118926005,0.22441012833299692,1.5176924895404067,Medium,True,False,False,False,True,False
5040000,1.0,2.5595373395300434,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,Large,True,True,True,False,False,False
5040000,2.0,0.6685235254115056,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,Medium,True,True,True,False,False,True
5033000,1.0,-0.16167766127468175,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,Small,True,True,True,False,False,False
5005000,1.0,1.3834189917246114,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,Medium,True,True,True,False,False,False
4970000,1.0,-0.341554585056689,1.4034193573588298,3.4138101853056977,0.22441012833299692,1.5176924895404067,Small,True,False,True,False,False,False
4970000,1.0,1.169411574712172,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,Medium,True,True,True,True,False,False
4956000,1.0,-1.0841234242593345,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,Small,False,False,True,False,True,False
